Time_s,V_Normal,V_Fault,I_Normal,I_Fault,SOC_Normal_pct,SOC_Fault_pct,Flag_Voltage,Flag_Current,Flag_SOC
2906,4.07992749938003,3.92992749938003,0.574314118719036,0.574314118719036,90.6112033149205,82.6112033149205,0,0,0
2907,4.07989243371797,3.92989243371797,0.574309182674264,0.574309182674264,90.6080126946389,82.6080126946389,0,0,0
2908,4.07985736835775,3.92985736835775,0.574304246671981,0.574304246671981,90.6048221017796,82.6048221017796,0,0,0
2909,4.07982230329938,3.92982230329938,0.574299310712188,0.574299310712188,90.6016315363424,82.6016315363424,0,0,0
2910,4.07978723854285,3.92978723854285,0.574294374794883,0.574294374794883,90.598440998327,82.5984409983271,0,0,0
2911,4.07975217408816,3.92975217408816,0.574289438920068,0.574289438920068,90.5952504877334,82.5952504877334,0,0,0
2912,4.07971710993531,3.92971710993531,0.574284503087741,0.574284503087741,90.5920600045611,82.5920600045611,0,0,0
2913,4.07968204608429,3.92968204608429,0.574279567297901,0.574279567297901,90.58886954881,82.58886954881,0,0,0
2914,4.0796469825351,3.9296469825351,0.574274631550549,0.574274631550549,90.5856791204799,82.5856791204799,0,0,0
2915,4.07961191928774,3.92961191928774,0.574269695845685,0.574269695845685,90.5824887195704,82.5824887195704,0,0,0
2916,4.07957685634221,3.92957685634221,0.574264760183307,0.574264760183307,90.5792983460814,82.5792983460814,0,0,0
2917,4.0795417936985,3.9295417936985,0.574259824563415,0.574259824563415,90.5761080000127,82.5761080000127,0,0,0
2918,4.07950673135662,3.92950673135662,0.57425488898601,0.57425488898601,90.5729176813639,82.5729176813639,0,0,0
2919,4.07947166931655,3.92947166931655,0.574249953451091,0.574249953451091,90.5697273901349,82.5697273901349,0,0,0
2920,4.0794366075783,3.9294366075783,0.574245017958656,0.574245017958656,90.5665371263254,82.5665371263254,0,0,0
2921,4.07940154614186,3.92940154614186,0.574240082508707,0.574240082508707,90.5633468899352,82.5633468899352,0,0,0
2922,4.07936648500723,3.92936648500723,0.574235147101243,0.574235147101243,90.560156680964,82.560156680964,0,0,0
2923,4.07933142417441,3.92933142417441,0.574230211736262,0.574230211736262,90.5569664994117,82.5569664994117,0,0,0
2924,4.07929636364339,3.92929636364339,0.574225276413766,0.574225276413766,90.5537763452779,82.5537763452779,0,0,0
2925,4.07926130341418,3.92926130341418,0.574220341133753,0.574220341133753,90.5505862185625,82.5505862185625,0,0,0
2926,4.07922624348677,3.92922624348677,0.574215405896223,0.574215405896223,90.5473961192652,82.5473961192652,0,0,0
2927,4.07919118386116,3.92919118386116,0.574210470701176,0.574210470701176,90.5442060473857,82.5442060473857,0,0,0
2928,4.07915612453734,3.92915612453734,0.574205535548612,0.574205535548612,90.5410160029239,82.5410160029239,0,0,0
2929,4.07912106551531,3.92912106551531,0.574200600438529,0.574200600438529,90.5378259858794,82.5378259858794,0,0,0
2930,4.07908600679508,3.92908600679508,0.574195665370929,0.574195665370929,90.5346359962522,82.5346359962522,0,0,0
2931,4.07905094837663,3.92905094837663,0.574190730345809,0.574190730345809,90.5314460340418,82.5314460340418,0,0,0
2932,4.07901589025997,3.92901589025997,0.574185795363171,0.574185795363171,90.5282560992482,82.5282560992482,0,0,0
2933,4.07898083244508,3.92898083244508,0.574180860423013,0.574180860423013,90.525066191871,82.525066191871,0,0,0
2934,4.07894577493198,3.92894577493198,0.574175925525335,0.574175925525335,90.52187631191,82.52187631191,0,0,0
2935,4.07891071772066,3.92891071772066,0.574170990670138,0.574170990670138,90.518686459365,82.518686459365,0,0,0
2936,4.07887566081111,3.92887566081111,0.574166055857419,0.574166055857419,90.5154966342357,82.5154966342357,0,0,0
2937,4.07884060420333,3.92884060420333,0.57416112108718,0.57416112108718,90.5123068365219,82.512306836522,0,0,0
2938,4.07880554789732,3.92880554789732,0.574156186359419,0.574156186359419,90.5091170662235,82.5091170662235,0,0,0
